dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
19;2020-03-30;7;1;0;2
19;2020-03-31;2;0;0;1
19;2020-04-01;5;3;1;3
19;2020-04-02;2;0;0;3
19;2020-04-03;7;0;0;3
19;2020-04-04;6;0;3;1
19;2020-04-05;1;1;0;1
19;2020-04-06;5;1;2;1
19;2020-04-07;5;1;2;6
19;2020-04-08;5;1;0;3
19;2020-04-09;5;1;1;3
19;2020-04-10;4;2;0;5
19;2020-04-11;9;0;1;3
19;2020-04-12;3;0;1;1
19;2020-04-13;3;1;0;0
19;2020-04-14;5;0;2;1
19;2020-04-15;4;0;1;2
19;2020-04-16;6;0;1;3
19;2020-04-17;2;0;0;1
19;2020-04-18;8;0;2;2
19;2020-04-19;5;0;0;0
19;2020-04-20;8;2;1;3
19;2020-04-21;5;0;1;2
19;2020-04-22;1;0;0;1
19;2020-04-23;2;0;0;2
19;2020-04-24;5;1;0;1
19;2020-04-25;1;0;0;4
19;2020-04-26;1;0;0;0
19;2020-04-27;7;1;1;2
19;2020-04-28;1;0;1;1
19;2020-04-29;3;2;2;2
19;2020-04-30;7;1;2;0
19;2020-05-01;0;0;0;0
19;2020-05-02;0;0;0;0
21;2020-03-19;26;11;2;24
21;2020-03-20;40;4;1;9
21;2020-03-21;2;0;1;10
21;2020-03-22;42;11;3;27
21;2020-03-23;21;2;6;12
21;2020-03-24;42;1;9;22
21;2020-03-25;76;10;5;22
21;2020-03-26;27;0;5;12
21;2020-03-27;9;3;2;0
21;2020-03-28;52;8;1;17
21;2020-03-29;44;8;2;26
21;2020-03-30;14;0;0;33
21;2020-03-31;32;2;5;8
21;2020-04-01;55;8;3;24
21;2020-04-02;67;8;18;31
21;2020-04-03;28;6;5;17
21;2020-04-04;54;7;3;7
21;2020-04-05;22;2;4;10
21;2020-04-06;32;14;3;4
21;2020-04-07;46;6;7;14
21;2020-04-08;25;2;11;12
21;2020-04-09;9;0;1;29
21;2020-04-10;73;7;7;9
21;2020-04-11;12;0;4;32
21;2020-04-12;34;1;10;6
21;2020-04-13;13;3;3;12
21;2020-04-14;22;1;14;1
21;2020-04-15;41;8;8;23
21;2020-04-16;35;5;8;6
21;2020-04-17;27;0;5;23
21;2020-04-18;19;4;5;3
21;2020-04-19;15;6;6;31
21;2020-04-20;10;1;6;6
21;2020-04-21;17;5;7;12
21;2020-04-22;9;1;1;12
21;2020-04-23;10;3;10;20
21;2020-04-24;13;0;12;35
21;2020-04-25;14;5;3;24
21;2020-04-26;1;0;4;3
21;2020-04-27;17;3;6;9
21;2020-04-28;5;1;2;7
21;2020-04-29;12;1;2;13
21;2020-04-30;17;4;1;14
21;2020-05-01;11;1;0;22
21;2020-05-02;4;1;0;0
22;2020-03-19;4;0;1;0
22;2020-03-20;0;0;0;0
22;2020-03-21;2;1;0;0
22;2020-03-22;0;0;0;0
22;2020-03-23;2;0;0;0
22;2020-03-24;5;2;0;0
22;2020-03-25;6;0;0;0
22;2020-03-26;7;3;0;0
22;2020-03-27;10;1;0;0
22;2020-03-28;6;0;1;3
22;2020-03-29;5;1;1;2
22;2020-03-30;4;1;0;1
22;2020-03-31;4;0;1;1
22;2020-04-01;13;2;2;3
22;2020-04-02;16;9;3;3
22;2020-04-03;11;0;0;5
22;2020-04-04;5;1;1;6
22;2020-04-05;8;0;0;0
22;2020-04-06;10;1;1;4
22;2020-04-07;10;1;2;13
22;2020-04-08;2;0;1;3
22;2020-04-09;6;1;2;4
22;2020-04-10;11;0;1;5
22;2020-04-11;4;1;1;6
22;2020-04-12;9;0;2;2
22;2020-04-13;2;0;0;1
22;2020-04-14;9;0;1;4
22;2020-04-15;5;0;1;6
22;2020-04-16;4;0;0;8
22;2020-04-17;7;0;1;2
22;2020-04-18;1;0;0;3
22;2020-04-19;1;0;0;5
22;2020-04-20;3;0;1;4
22;2020-04-21;3;0;0;7
22;2020-04-22;2;0;0;3
22;2020-04-23;6;0;0;10
22;2020-04-24;2;0;0;3
22;2020-04-25;4;0;0;6
22;2020-04-26;0;0;0;1
22;2020-04-27;2;0;0;0
22;2020-04-28;1;0;0;3
22;2020-04-29;1;0;1;3
22;2020-04-30;4;0;0;2
22;2020-05-01;1;0;0;5
22;2020-05-02;9;0;1;1
23;2020-03-19;1;1;0;0
23;2020-03-20;0;0;0;0
23;2020-03-21;1;0;0;0
23;2020-03-22;1;0;0;0
23;2020-03-23;3;0;0;0
23;2020-03-24;0;0;0;0
23;2020-03-25;3;2;0;0
23;2020-03-26;2;2;0;0
23;2020-03-27;4;2;0;0
23;2020-03-28;0;2;0;0
23;2020-03-29;0;0;0;0
23;2020-03-30;2;3;0;0
23;2020-03-31;2;0;0;1
23;2020-04-01;2;0;0;0
23;2020-04-02;1;1;0;1
23;2020-04-03;0;0;0;0
23;2020-04-04;3;0;1;1
23;2020-04-05;0;0;0;0
23;2020-04-06;2;0;2;1
23;2020-04-07;3;1;0;1
23;2020-04-08;16;2;1;0
23;2020-04-09;1;0;0;1
23;2020-04-10;0;0;0;3
23;2020-04-11;2;1;0;0
23;2020-04-12;3;2;0;0
23;2020-04-13;1;0;0;0
23;2020-04-14;1;1;0;2
23;2020-04-15;0;0;0;3
23;2020-04-16;0;0;0;0
23;2020-04-17;0;0;0;0
23;2020-04-18;2;0;1;0
23;2020-04-19;0;0;0;0
23;2020-04-20;0;0;0;0
23;2020-04-21;1;0;0;2
23;2020-04-22;0;0;0;2
23;2020-04-23;0;0;0;0
23;2020-04-24;1;0;0;4
23;2020-04-25;0;0;0;0
23;2020-04-26;3;0;0;0
23;2020-04-27;0;0;0;0
23;2020-04-28;2;0;0;0
23;2020-04-29;3;0;0;2
23;2020-04-30;2;0;0;12
23;2020-05-01;0;1;0;2
23;2020-05-02;0;0;0;0
24;2020-03-19;1;1;0;0
24;2020-03-20;1;1;0;1
24;2020-03-21;1;0;0;0
24;2020-03-22;2;0;0;0
24;2020-03-23;23;0;0;9
24;2020-03-24;9;1;0;4
24;2020-03-25;6;1;0;0
24;2020-03-26;6;0;0;1
24;2020-03-27;9;1;0;0
24;2020-03-28;0;0;0;2
24;2020-03-29;0;0;0;0
24;2020-03-30;1;0;0;0
24;2020-03-31;1;0;1;1
24;2020-04-01;6;1;0;2
24;2020-04-02;4;0;0;3
24;2020-04-03;5;1;0;0
24;2020-04-04;8;2;0;2
24;2020-04-05;2;0;0;1
24;2020-04-06;3;0;0;1
24;2020-04-07;4;0;0;5
24;2020-04-08;2;0;0;3
24;2020-04-09;2;0;0;3
24;2020-04-10;6;0;0;2
24;2020-04-11;2;0;0;5
24;2020-04-12;2;1;0;0
24;2020-04-13;5;2;0;0
24;2020-04-14;3;0;2;2
24;2020-04-15;7;0;1;1
24;2020-04-16;4;0;0;1
24;2020-04-17;22;1;1;3
24;2020-04-18;1;0;0;0
24;2020-04-19;1;1;1;1
24;2020-04-20;7;0;0;0
24;2020-04-21;2;0;0;0
24;2020-04-22;0;0;0;2
24;2020-04-23;0;0;3;6
24;2020-04-24;0;0;0;9
24;2020-04-25;0;0;0;4
24;2020-04-26;2;0;0;0
24;2020-04-27;1;0;0;0
24;2020-04-28;0;0;0;3
24;2020-04-29;2;0;0;5
24;2020-04-30;0;0;0;3
24;2020-05-01;0;0;0;0
24;2020-05-02;0;0;0;0
25;2020-03-19;12;11;2;5
25;2020-03-20;12;1;1;0
25;2020-03-21;13;6;2;7
25;2020-03-22;25;1;3;4
25;2020-03-23;1;0;1;2
25;2020-03-24;23;5;1;5
25;2020-03-25;17;2;1;15
25;2020-03-26;16;2;6;8
25;2020-03-27;27;8;3;8
25;2020-03-28;6;1;1;14
25;2020-03-29;70;17;3;12
25;2020-03-30;15;1;1;5
25;2020-03-31;32;8;8;18
25;2020-04-01;26;7;0;10
25;2020-04-02;40;10;1;13
25;2020-04-03;20;14;8;21
25;2020-04-04;23;8;3;17
25;2020-04-05;21;2;3;10
25;2020-04-06;7;3;2;7
25;2020-04-07;24;10;7;9
25;2020-04-08;21;3;1;20
25;2020-04-09;15;5;1;15
25;2020-04-10;11;1;5;15
25;2020-04-11;13;2;3;14
25;2020-04-12;47;2;4;16
25;2020-04-13;5;1;0;5
25;2020-04-14;39;0;8;9
25;2020-04-15;6;0;1;13
25;2020-04-16;7;5;4;12
25;2020-04-17;8;1;3;14
25;2020-04-18;3;1;5;22
25;2020-04-19;5;1;1;6
25;2020-04-20;5;1;1;1
25;2020-04-21;14;2;4;8
25;2020-04-22;12;3;0;10
25;2020-04-23;7;1;7;19
25;2020-04-24;11;2;0;11
25;2020-04-25;5;0;6;5
25;2020-04-26;11;3;1;2
25;2020-04-27;4;1;2;2
25;2020-04-28;6;3;1;5
25;2020-04-29;3;1;0;15
25;2020-04-30;6;2;2;11
25;2020-05-01;0;1;0;5
25;2020-05-02;8;3;0;5
26;2020-03-19;15;5;1;2
26;2020-03-20;3;1;1;0
26;2020-03-21;11;3;2;1
26;2020-03-22;5;2;1;1
26;2020-03-23;12;4;2;1
26;2020-03-24;20;5;2;5
26;2020-03-25;30;6;5;3
26;2020-03-26;44;8;5;13
26;2020-03-27;30;8;3;13
26;2020-03-28;33;9;0;2
26;2020-03-29;18;6;1;0
26;2020-03-30;50;11;10;12
26;2020-03-31;27;5;7;12
26;2020-04-01;40;6;1;13
26;2020-04-02;11;1;5;16
26;2020-04-03;46;4;8;14
26;2020-04-04;23;4;3;14
26;2020-04-05;7;0;2;6
26;2020-04-06;25;6;6;8
26;2020-04-07;22;5;1;26
26;2020-04-08;19;1;5;10
26;2020-04-09;14;1;2;14
26;2020-04-10;9;2;2;11
26;2020-04-11;20;4;4;12
26;2020-04-12;13;1;2;3
26;2020-04-13;7;0;1;6
26;2020-04-14;9;3;5;10
26;2020-04-15;13;3;4;21
26;2020-04-16;14;4;3;14
26;2020-04-17;8;1;5;17
26;2020-04-18;8;1;3;14
26;2020-04-19;5;0;1;3
26;2020-04-20;5;1;4;0
26;2020-04-21;11;2;3;18
26;2020-04-22;4;0;0;33
26;2020-04-23;3;0;2;7
26;2020-04-24;8;1;2;10
26;2020-04-25;7;1;0;7
26;2020-04-26;5;1;0;0
26;2020-04-27;6;2;1;5
26;2020-04-28;5;0;1;12
26;2020-04-29;2;0;4;10
26;2020-04-30;3;1;3;12
26;2020-05-01;1;0;0;5
26;2020-05-02;1;0;0;1
27;2020-03-19;2;1;1;0
27;2020-03-20;2;0;0;0
27;2020-03-21;3;2;0;0
27;2020-03-22;5;1;0;0
27;2020-03-23;3;0;0;0
27;2020-03-24;1;0;0;0
27;2020-03-25;6;1;0;0
27;2020-03-26;12;1;1;0
27;2020-03-27;1;0;0;0
27;2020-03-28;1;0;0;1
27;2020-03-29;0;0;0;0
27;2020-03-30;5;1;2;2
27;2020-03-31;18;3;5;10
27;2020-04-01;13;0;0;7
27;2020-04-02;12;1;2;0
27;2020-04-03;11;0;1;3
27;2020-04-04;6;0;1;0
27;2020-04-05;0;0;1;0
27;2020-04-06;6;2;2;1
27;2020-04-07;11;2;7;4
27;2020-04-08;11;1;6;14
27;2020-04-09;23;0;3;4
27;2020-04-10;25;3;2;3
27;2020-04-11;8;0;0;0
27;2020-04-12;3;0;0;2
27;2020-04-13;0;0;2;0
27;2020-04-14;3;0;6;2
27;2020-04-15;1;0;2;4
27;2020-04-16;14;0;4;8
27;2020-04-17;13;0;1;5
27;2020-04-18;6;0;2;1
27;2020-04-19;0;0;0;0
27;2020-04-20;4;0;6;6
27;2020-04-21;14;0;2;1
27;2020-04-22;2;0;1;1
27;2020-04-23;16;7;3;4
27;2020-04-24;3;0;0;1
27;2020-04-25;1;0;0;1
27;2020-04-26;1;0;0;0
27;2020-04-27;3;0;2;4
27;2020-04-28;0;0;0;2
27;2020-04-29;4;0;0;0
27;2020-04-30;8;0;1;7
27;2020-05-01;3;0;0;0
27;2020-05-02;0;0;0;0
28;2020-03-19;6;1;0;0
28;2020-03-20;1;0;0;0
28;2020-03-21;3;0;0;2
28;2020-03-22;2;0;0;0
28;2020-03-23;20;8;1;0
28;2020-03-24;9;2;1;1
28;2020-03-25;15;7;1;3
28;2020-03-26;18;4;4;4
28;2020-03-27;13;6;2;3
28;2020-03-28;7;0;0;2
28;2020-03-29;28;3;1;2
28;2020-03-30;25;2;6;6
28;2020-03-31;16;2;0;5
28;2020-04-01;7;2;0;6
28;2020-04-02;47;3;2;20
28;2020-04-03;19;0;3;11
28;2020-04-04;31;3;3;13
28;2020-04-05;16;3;1;3
28;2020-04-06;13;2;4;17
28;2020-04-07;17;0;2;8
28;2020-04-08;31;3;5;20
28;2020-04-09;23;0;1;8
28;2020-04-10;27;1;3;13
28;2020-04-11;7;1;1;4
28;2020-04-12;19;0;0;1
28;2020-04-13;17;0;1;0
28;2020-04-14;24;2;5;14
28;2020-04-15;24;0;9;10
28;2020-04-16;33;1;2;36
28;2020-04-17;29;3;4;13
28;2020-04-18;7;0;0;9
28;2020-04-19;7;0;1;3
28;2020-04-20;3;1;3;11
28;2020-04-21;10;0;4;11
28;2020-04-22;13;0;5;8
28;2020-04-23;17;2;3;16
28;2020-04-24;3;0;1;1
28;2020-04-25;0;0;0;5
28;2020-04-26;7;0;3;9
28;2020-04-27;10;0;2;11
28;2020-04-28;2;1;0;11
28;2020-04-29;10;0;2;4
28;2020-04-30;9;0;2;12
28;2020-05-01;6;1;3;2
28;2020-05-02;7;1;1;3
29;2020-03-19;11;0;0;3
29;2020-03-20;1;0;1;0
29;2020-03-21;0;1;0;0
29;2020-03-22;6;0;1;3
29;2020-03-23;7;2;2;0
29;2020-03-24;9;3;1;5
29;2020-03-25;10;4;0;3
29;2020-03-26;10;1;0;3
29;2020-03-27;5;1;0;3
29;2020-03-28;15;10;0;2
29;2020-03-29;6;0;0;3
29;2020-03-30;8;4;1;1
29;2020-03-31;7;5;1;8
29;2020-04-01;13;6;0;4
29;2020-04-02;7;3;0;8
29;2020-04-03;12;3;0;7
29;2020-04-04;7;1;1;1
29;2020-04-05;6;1;1;3
29;2020-04-06;3;0;0;1
29;2020-04-07;2;1;0;3
29;2020-04-08;14;1;2;4
29;2020-04-09;9;0;0;3
29;2020-04-10;10;1;1;9
29;2020-04-11;11;1;1;4
29;2020-04-12;7;1;0;1
29;2020-04-13;3;1;3;2
29;2020-04-14;4;1;3;2
29;2020-04-15;1;1;1;3
29;2020-04-16;5;1;4;8
29;2020-04-17;1;0;2;5
29;2020-04-18;5;2;4;1
29;2020-04-19;2;0;0;2
29;2020-04-20;0;0;1;3
29;2020-04-21;2;0;0;6
29;2020-04-22;3;1;0;6
29;2020-04-23;3;0;3;2
29;2020-04-24;2;1;0;0
29;2020-04-25;1;0;1;1
29;2020-04-26;0;0;1;0
29;2020-04-27;0;0;0;1
29;2020-04-28;0;0;1;3
29;2020-04-29;0;0;0;2
29;2020-04-30;0;0;0;0
29;2020-05-01;0;0;0;5
29;2020-05-02;1;0;0;0
30;2020-03-19;2;1;1;1
30;2020-03-20;4;0;0;0
30;2020-03-21;4;0;0;4
30;2020-03-22;5;0;1;0
30;2020-03-23;3;4;0;1
30;2020-03-24;4;5;2;3
30;2020-03-25;7;2;1;1
30;2020-03-26;0;2;0;2
30;2020-03-27;11;0;1;2
30;2020-03-28;12;4;0;0
30;2020-03-29;6;2;3;0
30;2020-03-30;5;4;0;0
30;2020-03-31;18;5;1;5
30;2020-04-01;20;5;0;1
30;2020-04-02;10;6;1;9
30;2020-04-03;2;2;2;5
30;2020-04-04;0;0;1;3
30;2020-04-05;24;7;0;1
30;2020-04-06;20;5;3;3
30;2020-04-07;13;2;0;12
30;2020-04-08;8;2;4;10
30;2020-04-09;8;1;0;6
30;2020-04-10;14;3;1;12
30;2020-04-11;3;3;1;13
30;2020-04-12;3;0;3;1
30;2020-04-13;0;0;1;2
30;2020-04-14;12;0;1;6
30;2020-04-15;13;2;0;5
30;2020-04-16;14;1;1;15
30;2020-04-17;24;4;3;2
30;2020-04-18;2;0;0;9
30;2020-04-19;4;1;0;0
30;2020-04-20;27;5;3;6
30;2020-04-21;14;0;2;1
30;2020-04-22;5;1;1;0
30;2020-04-23;5;0;6;19
30;2020-04-24;8;3;3;11
30;2020-04-25;0;0;3;0
30;2020-04-26;3;0;0;1
30;2020-04-27;12;2;6;4
30;2020-04-28;4;3;1;7
30;2020-04-29;8;2;1;2
30;2020-04-30;7;2;4;3
30;2020-05-01;0;0;0;0
30;2020-05-02;1;0;0;0
31;2020-03-19;8;3;1;4
31;2020-03-20;13;5;1;0
31;2020-03-21;19;4;0;6
31;2020-03-22;14;3;0;2
31;2020-03-23;16;6;0;3
31;2020-03-24;29;9;1;13
31;2020-03-25;28;11;0;6
31;2020-03-26;36;20;0;5
31;2020-03-27;24;8;2;3
31;2020-03-28;17;6;1;10
31;2020-03-29;26;9;1;3
31;2020-03-30;34;15;0;5
31;2020-03-31;27;8;0;20
31;2020-04-01;22;12;4;18
31;2020-04-02;19;9;2;17
31;2020-04-03;16;2;0;11
31;2020-04-04;13;8;1;14
31;2020-04-05;4;2;1;6
31;2020-04-06;14;9;2;5
31;2020-04-07;16;2;3;17
31;2020-04-08;10;9;2;13
31;2020-04-09;42;4;2;22
31;2020-04-10;25;4;3;15
31;2020-04-11;14;3;2;21
31;2020-04-12;11;1;0;9
31;2020-04-13;4;0;0;5
31;2020-04-14;18;4;2;15
31;2020-04-15;13;5;1;30
31;2020-04-16;5;2;0;15
31;2020-04-17;12;4;3;14
31;2020-04-18;4;0;0;15
31;2020-04-19;8;3;2;6
31;2020-04-20;8;0;1;2
31;2020-04-21;13;0;0;18
31;2020-04-22;9;2;2;17
31;2020-04-23;5;1;1;11
31;2020-04-24;7;2;4;17
31;2020-04-25;9;0;1;13
31;2020-04-26;1;0;0;4
31;2020-04-27;5;1;0;0
31;2020-04-28;5;0;2;17
31;2020-04-29;7;1;1;13
31;2020-04-30;2;1;2;6
31;2020-05-01;7;0;0;9
31;2020-05-02;4;2;2;3
32;2020-03-19;2;2;0;0
32;2020-03-20;0;0;0;0
32;2020-03-21;1;0;0;0
32;2020-03-22;0;0;0;0
32;2020-03-23;1;0;0;0
32;2020-03-24;3;0;0;0
32;2020-03-25;3;0;0;0
32;2020-03-26;0;0;0;1
32;2020-03-27;5;1;0;0
32;2020-03-28;1;0;0;0
32;2020-03-29;4;0;0;0
32;2020-03-30;1;0;1;0
32;2020-03-31;3;0;1;2
32;2020-04-01;8;0;1;1
32;2020-04-02;4;1;0;2
32;2020-04-03;2;0;2;0
32;2020-04-04;4;0;2;1
32;2020-04-05;2;1;0;0
32;2020-04-06;1;0;0;1
32;2020-04-07;4;0;1;5
32;2020-04-08;4;0;0;1
32;2020-04-09;1;1;0;2
32;2020-04-10;1;0;0;4
32;2020-04-11;0;0;1;1
32;2020-04-12;5;0;0;0
32;2020-04-13;3;0;0;0
32;2020-04-14;3;0;1;1
32;2020-04-15;3;0;0;5
32;2020-04-16;4;0;0;2
32;2020-04-17;4;1;0;0
32;2020-04-18;2;0;1;0
32;2020-04-19;2;0;0;0
32;2020-04-20;8;2;0;1
32;2020-04-21;3;0;2;3
32;2020-04-22;2;1;0;0
32;2020-04-23;4;0;3;3
32;2020-04-24;2;1;0;13
32;2020-04-25;0;0;0;3
32;2020-04-26;8;0;0;0
32;2020-04-27;4;0;1;1
32;2020-04-28;0;0;1;0
32;2020-04-29;0;0;0;1
32;2020-04-30;0;0;0;1
32;2020-05-01;0;0;0;3
32;2020-05-02;0;0;0;0
33;2020-03-19;14;3;1;6
33;2020-03-20;6;4;0;3
33;2020-03-21;34;14;0;1
33;2020-03-22;9;1;0;0
33;2020-03-23;23;5;1;6
33;2020-03-24;43;23;0;8
33;2020-03-25;87;7;3;28
33;2020-03-26;46;8;5;17
33;2020-03-27;64;13;4;19
33;2020-03-28;31;6;4;7
33;2020-03-29;30;10;4;9
33;2020-03-30;89;13;4;37
33;2020-03-31;66;15;5;47
33;2020-04-01;51;12;2;38
33;2020-04-02;58;10;1;39
33;2020-04-03;38;6;3;17
33;2020-04-04;15;7;4;23
33;2020-04-05;15;2;2;13
33;2020-04-06;32;5;5;17
33;2020-04-07;27;5;3;19
33;2020-04-08;32;7;8;42
33;2020-04-09;32;6;4;31
33;2020-04-10;25;4;1;21
33;2020-04-11;31;3;4;24
33;2020-04-12;10;1;4;16
33;2020-04-13;22;5;1;8
33;2020-04-14;25;1;3;16
33;2020-04-15;16;2;2;26
33;2020-04-16;15;2;1;19
33;2020-04-17;23;3;7;17
33;2020-04-18;15;3;5;24
33;2020-04-19;23;4;2;10
33;2020-04-20;22;1;4;9
33;2020-04-21;14;0;4;22
33;2020-04-22;12;3;1;18
33;2020-04-23;24;3;4;31
33;2020-04-24;5;0;3;13
33;2020-04-25;13;0;2;14
33;2020-04-26;8;1;1;5
33;2020-04-27;15;0;2;8
33;2020-04-28;14;1;2;21
33;2020-04-29;7;0;2;14
33;2020-04-30;8;0;4;18
33;2020-05-01;5;1;0;14
33;2020-05-02;3;0;1;3
34;2020-03-19;24;7;2;5
34;2020-03-20;15;6;1;1
34;2020-03-21;19;4;0;9
34;2020-03-22;11;4;2;7
34;2020-03-23;23;8;3;2
34;2020-03-24;26;9;1;7
34;2020-03-25;45;9;3;5
34;2020-03-26;37;8;3;16
34;2020-03-27;38;9;2;11
34;2020-03-28;47;11;3;12
34;2020-03-29;38;7;2;2
34;2020-03-30;24;14;1;14
34;2020-03-31;38;7;5;36
34;2020-04-01;33;10;6;25
34;2020-04-02;30;6;4;17
34;2020-04-03;41;10;4;16
34;2020-04-04;11;3;8;16
34;2020-04-05;20;0;1;13
34;2020-04-06;21;6;2;12
34;2020-04-07;25;5;3;31
34;2020-04-08;14;4;3;27
34;2020-04-09;12;0;2;25
34;2020-04-10;20;7;8;26
34;2020-04-11;10;2;4;26
34;2020-04-12;5;1;0;7
34;2020-04-13;21;7;2;5
34;2020-04-14;8;5;7;7
34;2020-04-15;9;5;5;17
34;2020-04-16;6;4;1;19
34;2020-04-17;8;0;0;14
34;2020-04-18;35;4;1;21
34;2020-04-19;7;3;0;0
34;2020-04-20;9;7;4;13
34;2020-04-21;5;0;2;10
34;2020-04-22;3;1;0;8
34;2020-04-23;4;5;1;9
34;2020-04-24;4;1;1;12
34;2020-04-25;5;0;0;8
34;2020-04-26;2;0;0;0
34;2020-04-27;5;1;1;2
34;2020-04-28;7;0;2;8
34;2020-04-29;2;0;2;9
34;2020-04-30;8;1;1;4
34;2020-05-01;1;0;0;7
34;2020-05-02;1;0;3;0
35;2020-03-19;25;7;0;16
35;2020-03-20;9;2;1;1
35;2020-03-21;8;3;0;1
35;2020-03-22;4;3;0;0
35;2020-03-23;12;4;0;2
35;2020-03-24;9;2;1;6
35;2020-03-25;12;2;0;4
35;2020-03-26;15;2;0;5
35;2020-03-27;10;4;1;5
35;2020-03-28;19;5;2;3
35;2020-03-29;30;2;0;11
35;2020-03-30;15;4;2;2
35;2020-03-31;19;7;2;8
35;2020-04-01;18;7;1;3
35;2020-04-02;20;5;2;7
35;2020-04-03;10;1;4;5
35;2020-04-04;13;3;1;10
35;2020-04-05;6;4;0;3
35;2020-04-06;16;2;3;5
35;2020-04-07;19;1;3;18
35;2020-04-08;21;4;4;11
35;2020-04-09;13;2;0;4
35;2020-04-10;15;1;9;8
35;2020-04-11;15;2;3;11
35;2020-04-12;16;0;0;6
35;2020-04-13;6;1;1;4
35;2020-04-14;18;1;4;8
35;2020-04-15;23;0;4;12
35;2020-04-16;12;1;1;14
35;2020-04-17;11;3;2;9
35;2020-04-18;9;2;5;17
35;2020-04-19;6;1;4;6
35;2020-04-20;3;1;1;2
35;2020-04-21;10;2;3;11
35;2020-04-22;9;1;0;10
35;2020-04-23;8;0;3;6
35;2020-04-24;5;0;0;11
35;2020-04-25;6;1;1;13
35;2020-04-26;2;0;0;3
35;2020-04-27;0;0;1;0
35;2020-04-28;6;0;3;9
35;2020-04-29;4;0;0;5
35;2020-04-30;3;0;0;3
35;2020-05-01;3;0;0;10
35;2020-05-02;2;1;2;5
36;2020-03-19;3;0;0;0
36;2020-03-20;1;1;0;0
36;2020-03-21;1;1;0;0
36;2020-03-22;0;0;0;0
36;2020-03-23;13;3;2;0
36;2020-03-24;3;2;0;0
36;2020-03-25;7;0;3;0
36;2020-03-26;1;0;0;1
36;2020-03-27;11;3;2;1
36;2020-03-28;13;3;1;0
36;2020-03-29;0;0;1;0
36;2020-03-30;5;0;2;1
36;2020-03-31;2;0;2;0
36;2020-04-01;6;1;4;1
36;2020-04-02;5;1;0;3
36;2020-04-03;2;3;0;0
36;2020-04-04;11;2;0;2
36;2020-04-05;11;0;1;0
36;2020-04-06;2;0;3;0
36;2020-04-07;8;0;2;5
36;2020-04-08;4;2;2;2
36;2020-04-09;6;0;0;3
36;2020-04-10;17;0;4;1
36;2020-04-11;8;0;1;3
36;2020-04-12;1;0;2;1
36;2020-04-13;17;0;6;0
36;2020-04-14;5;0;0;2
36;2020-04-15;9;0;0;1
36;2020-04-16;3;0;0;3
36;2020-04-17;5;0;1;8
36;2020-04-18;4;0;2;0
36;2020-04-19;4;0;3;0
36;2020-04-20;5;0;2;1
36;2020-04-21;22;0;4;6
36;2020-04-22;11;1;6;5
36;2020-04-23;5;0;1;5
36;2020-04-24;4;1;1;0
36;2020-04-25;8;1;2;2
36;2020-04-26;1;0;1;0
36;2020-04-27;3;1;2;0
36;2020-04-28;2;1;1;0
36;2020-04-29;6;0;0;5
36;2020-04-30;4;0;0;0
36;2020-05-01;3;0;1;1
36;2020-05-02;2;0;0;0
37;2020-03-19;2;2;0;0
37;2020-03-20;6;1;1;0
37;2020-03-21;2;0;0;1
37;2020-03-22;2;2;0;0
37;2020-03-23;5;1;1;0
37;2020-03-24;7;1;0;3
37;2020-03-25;10;4;1;5
37;2020-03-26;11;1;0;5
37;2020-03-27;28;8;0;6
37;2020-03-28;5;2;1;4
37;2020-03-29;7;4;0;1
37;2020-03-30;31;5;0;3
37;2020-03-31;16;4;1;2
37;2020-04-01;32;5;6;11
37;2020-04-02;20;6;1;3
37;2020-04-03;19;7;4;6
37;2020-04-04;24;5;1;8
37;2020-04-05;6;0;1;9
37;2020-04-06;20;6;4;4
37;2020-04-07;9;0;1;10
37;2020-04-08;24;3;2;9
37;2020-04-09;14;3;5;7
37;2020-04-10;12;3;2;7
37;2020-04-11;20;5;3;8
37;2020-04-12;5;0;3;4
37;2020-04-13;4;0;0;2
37;2020-04-14;5;1;2;7
37;2020-04-15;18;0;2;15
37;2020-04-16;5;0;2;9
37;2020-04-17;5;0;3;6
37;2020-04-18;5;0;3;6
37;2020-04-19;2;1;1;5
37;2020-04-20;5;0;2;6
37;2020-04-21;8;2;0;6
37;2020-04-22;5;0;2;1
37;2020-04-23;3;0;1;7
37;2020-04-24;7;1;1;7
37;2020-04-25;6;2;1;3
37;2020-04-26;6;0;0;3
37;2020-04-27;2;1;1;1
37;2020-04-28;13;0;1;7
37;2020-04-29;7;0;0;8
37;2020-04-30;7;1;0;4
37;2020-05-01;5;2;1;3
37;2020-05-02;3;0;0;3
38;2020-03-19;11;0;0;5
38;2020-03-20;8;0;0;5
38;2020-03-21;13;1;0;4
38;2020-03-22;8;2;1;1
38;2020-03-23;16;4;1;4
38;2020-03-24;22;0;0;12
38;2020-03-25;29;10;0;7
38;2020-03-26;19;6;1;8
38;2020-03-27;34;13;0;6
38;2020-03-28;14;2;2;5
38;2020-03-29;27;10;2;4
38;2020-03-30;31;7;3;4
38;2020-03-31;18;3;2;10
38;2020-04-01;30;4;2;17
38;2020-04-02;21;3;1;5
38;2020-04-03;24;5;5;12
38;2020-04-04;22;4;2;16
38;2020-04-05;25;4;2;4
38;2020-04-06;31;5;2;10
38;2020-04-07;18;5;3;9
38;2020-04-08;13;2;5;27
38;2020-04-09;28;8;3;18
